,name,id,artist,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
2549,Bennie And The Jets - Remastered 2014,5Wj1rJnCLpMHdLaxsFtJLs,Elton John,glam rock,0.259,0.665,0.673,7.62e-06,0.497,-7.95,0.0493,132.642,0.779
2550,Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,Bobby Shmurda,nyc rap,0.0505,0.794,0.51,1.81e-06,0.0562,-7.314,0.42,167.879,0.18
2551,NUMB,01TnVDiet1DFTsyWKUKovl,XXXTENTACION,emo rap,0.1,0.414,0.416,0.179,0.131,-8.024,0.0251,159.91,0.196
2552,New Rules,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,dance pop,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,0.608
2553,Not My Responsibility,4T2zre0jqstNJ5Gt0WG9lz,Billie Eilish,electropop,0.454,0.468,0.13,0.927,0.0819,-18.031,0.0571,115.039,0.0362
2554,I Will Not Bow,2yXyz4NLTZx9CLdXfLTp5E,Breaking Benjamin,alternative metal,0.000165,0.533,0.955,1.36e-05,0.38,-3.708,0.0653,107.984,0.55
2555,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,Drake,canadian hip hop,0.246,0.618,0.693,0.0,0.112,-5.943,0.45,170.982,0.454
2556,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,Juice WRLD,chicago rap,0.0102,0.638,0.624,0.0,0.0944,-5.37,0.0798,159.937,0.445
2557,Me And My Broken Heart,1oew3nFNY3vMacJAsvry0S,Rixton,pop rock,0.00489,0.545,0.783,0.0,0.132,-4.261,0.0345,174.084,0.551
2558,The Next Episode,4LwU4Vp6od3Sb08CsP99GC,Dr. Dre,g funk,0.0281,0.922,0.909,0.0,0.0856,-2.429,0.27,95.295,0.309
2559,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,Travis Scott,rap,0.0204,0.731,0.811,0.0,0.411,-3.225,0.0712,147.045,0.426
2560,No Heart,4gmmRb6bZJffOOiww1JGTO,21 Savage,atl hip hop,0.136,0.906,0.444,6.44e-05,0.173,-8.692,0.384,140.063,0.678
2561,Narcos,0wbnC9AUenxp613TYaJsGK,Migos,atl hip hop,0.0142,0.936,0.585,0.0,0.132,-6.914,0.125,124.991,0.242
2562,Never Gonna Give You Up,4cOdK2wGLETKBW3PvgPWqT,Rick Astley,europop,0.115,0.721,0.939,3.79e-05,0.108,-11.823,0.0376,113.309,0.914
2563,No Type,4scpF6J5uMBvoh6sFB7EL1,Rae Sremmurd,hip hop,0.0158,0.891,0.486,3.78e-06,0.0925,-7.803,0.159,125.01,0.239
2564,Ramblin' Man,5cfYurP1XKldMBtvBBJiTs,Allman Brothers Band,album rock,0.462,0.349,0.692,0.00266,0.197,-11.691,0.0338,179.396,0.952
2565,"Young, Wild & Free (feat. Bruno Mars)",5HQVUIKwCEXpe7JIHyY734,Snoop Dogg,g funk,0.0525,0.715,0.655,0.0,0.115,-6.425,0.137,95.078,0.531
2566,Your Man,1WzAeadSKJhqykZFbJNmQv,Josh Turner,contemporary country,0.337,0.744,0.637,0.000222,0.0696,-4.483,0.0241,100.511,0.785
2567,Play Date,4DpNNXFMMxQEKl7r0ykkWA,Melanie Martinez,alt z,0.612,0.68,0.729,0.0,0.224,-5.077,0.0475,123.97,0.446
2568,Maze,4mUIe9gfsdtsVP2zFIl74x,Juice WRLD,chicago rap,0.126,0.674,0.726,1.56e-06,0.115,-3.813,0.141,160.067,0.443
2569,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,Panic! At The Disco,modern rock,0.0137,0.577,0.833,0.0,0.121,-3.337,0.0695,107.936,0.58
2570,Without Me,6FZDfxM3a3UCqtzo5pxSLZ,Halsey,dance pop,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,0.533
2571,Millionaire,68JS5SFTnW5Yv9Vzw81Jf0,Chris Stapleton,contemporary country,0.192,0.616,0.474,0.00762,0.0989,-9.608,0.0266,142.689,0.493
2572,Envy Me,7rvyVWja33WG9R97oeJAjx,Calboy,chicago rap,0.234,0.74,0.488,0.0,0.241,-7.664,0.27,149.042,0.584
2573,Billie Jean,5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,pop,0.0236,0.92,0.654,0.0158,0.0359,-3.051,0.0401,117.046,0.847
2574,A Milli,6ScJMrlpiLfZUGtWp4QIVt,Lil Wayne,hip hop,0.0387,0.674,0.695,0.00202,0.194,-8.636,0.278,151.486,0.773
2575,Easy (with Kacey Musgraves feat. Mark Ronson),4XWaUb7mKRcJR5RPp4IIDr,Troye Sivan,australian pop,0.00187,0.581,0.674,3.01e-06,0.128,-7.09,0.033,143.005,0.488
2576,Almost Maybes,14JFKtBSqefxfMiKhq6JT8,Jordan Davis,contemporary country,0.146,0.582,0.868,0.0,0.103,-3.927,0.0522,90.105,0.555
2577,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,Bryson Tiller,kentucky hip hop,0.345,0.543,0.449,0.0,0.157,-8.065,0.0463,132.609,0.29
2578,R U Mine?,2AT8iROs4FQueDv2c8q2KE,Arctic Monkeys,garage rock,0.00616,0.288,0.758,0.0,0.303,-5.692,0.0371,97.094,0.619
2579,Aston Martin Music,5W7xC99N2Zzfh69r7I7zWK,Rick Ross,dirty south rap,0.0124,0.57,0.58,0.0,0.0498,-5.547,0.21,171.812,0.404
2580,Losing My Religion,31AOj9sFz2gM0O3hMARRBx,R.E.M.,alternative rock,0.179,0.666,0.855,1.2e-06,0.0987,-5.051,0.0295,125.639,0.803
2581,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,The Chainsmokers,dance pop,0.157,0.532,0.869,0.00508,0.136,-5.094,0.172,159.803,0.422
2582,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,dance pop,0.0863,0.649,0.716,2.63e-05,0.135,-5.371,0.0349,99.988,0.163
2583,Motivation,0rIAC4PXANcKmitJfoqmVm,Normani,dance pop,0.0192,0.599,0.887,1.21e-06,0.3,-3.967,0.0984,170.918,0.881
2584,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,Bad Bunny,latin,0.401,0.731,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,0.145
2585,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,Rihanna,barbadian pop,0.0509,0.781,0.728,1.94e-06,0.257,-4.981,0.0621,102.99,0.395
2586,Ya Acabo,4H3t8C59tXjKf1R2iKtc5M,Marca MP,corrido,0.696,0.673,0.326,3.73e-06,0.103,-7.481,0.0348,133.309,0.672
2587,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,Hailee Steinfeld,dance pop,0.0337,0.664,0.708,0.0,0.0841,-4.154,0.0474,103.07,0.742
2588,Mmm Hmm,4IOc5GvIjzdnHgEpjAHtla,NLE Choppa,memphis hip hop,0.28,0.72,0.748,0.0,0.104,-4.02,0.286,149.917,0.772
2589,Santa Monica,37EJtTS7jT5WUyXGZzrwnI,Everclear,alternative metal,0.156,0.491,0.942,0.0,0.367,-5.333,0.132,100.446,0.387
2590,Come to Life,6DZz58CbF0AKw5PCKqNKcM,Kanye West,chicago rap,0.689,0.44,0.465,1.26e-06,0.384,-6.592,0.0318,126.937,0.241
2591,Motley Crew,40uMIn2zJLAQhNXghRjBed,Post Malone,dfw rap,0.0904,0.797,0.631,3.71e-06,0.0998,-3.818,0.0786,129.915,0.288
2592,favorite crime,5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,pop,0.866,0.369,0.272,0.0,0.147,-10.497,0.0364,172.929,0.218
2593,Need To Know,3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,dance pop,0.304,0.664,0.609,0.0,0.0926,-6.509,0.0707,130.041,0.194
2594,Cloud 9,6vFsBXYczYsP0H3lgunZOm,Beach Bunny,bubblegrunge,0.00167,0.637,0.929,2.62e-05,0.344,-3.593,0.0491,80.974,0.902
2595,TSU,4s7QLoImIwmPi9L6dq1nVW,Drake,canadian hip hop,0.228,0.568,0.56,3.05e-06,0.39,-9.059,0.42,130.019,0.246
2596,Classic,6FE2iI43OZnszFLuLtvvmg,MKTO,dance pop,0.0384,0.72,0.791,0.0,0.157,-4.689,0.124,102.071,0.756
2597,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,Doja Cat,dance pop,0.235,0.762,0.701,0.000158,0.123,-3.541,0.0286,110.968,0.742
2598,No Friends In The Industry,2tUL6dZf1mywCj5WvCPZw6,Drake,canadian hip hop,0.0181,0.84,0.744,0.0,0.629,-4.751,0.113,83.737,0.171
2599,Papi’s Home,6jy9yJfgCsMHdu2Oz4BGKX,Drake,canadian hip hop,0.112,0.701,0.741,0.0,0.699,-6.157,0.313,140.177,0.588
2600,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,Drake,canadian hip hop,0.629,0.735,0.449,0.0,0.113,-7.507,0.347,122.947,0.0397
2601,In The Bible (with Lil Durk & Giveon),61S79KIVA4I9FXbnsylEHT,Drake,canadian hip hop,0.614,0.686,0.385,0.0,0.131,-8.35,0.297,143.07,0.147
2602,Chanel,6Nle9hKrkL1wQpwNfEkxjh,Frank Ocean,alternative r&b,0.874,0.776,0.503,0.0,0.112,-5.732,0.237,110.134,0.473
2603,Love All (with JAY-Z),4VCbgIdr8ptegWeJpqLVHH,Drake,canadian hip hop,0.354,0.73,0.576,3.59e-05,0.15,-5.442,0.287,92.131,0.155
2604,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,OneRepublic,dance pop,0.0654,0.664,0.705,0.0,0.115,-4.972,0.0382,122.017,0.477
2605,Change My Clothes,4mnjwMLCk3JZkhkok3u5g1,Dream,dream smp,0.559,0.592,0.593,2.09e-06,0.291,-7.327,0.238,169.672,0.576
2606,Woman,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,dance pop,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,107.998,0.881
2607,Ain't Shit,5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,dance pop,0.506,0.855,0.488,0.0,0.347,-4.601,0.208,124.097,0.619
2608,Pipe Down,11pEKMLmavDu8fxOB5QjbQ,Drake,canadian hip hop,0.128,0.518,0.69,0.0,0.176,-6.15,0.107,77.837,0.59
2609,7am On Bridle Path,42m3eP1JJhtzffal9B136J,Drake,canadian hip hop,0.225,0.724,0.531,0.0,0.11,-4.108,0.298,89.901,0.141
2610,Race My Mind,2Q3jFbyE61mCjS3SkW4toJ,Drake,canadian hip hop,0.179,0.488,0.635,8.16e-06,0.156,-7.19,0.26,174.072,0.783
2611,Yebba’s Heartbreak,1PDP7mLiAMwhfmgIwzhOm2,Drake,canadian hip hop,0.967,0.476,0.161,0.0381,0.109,-11.665,0.0407,119.614,0.0908
2612,"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,Train,dance pop,0.185,0.673,0.886,0.0,0.0826,-4.44,0.0431,97.012,0.795
2613,Wants and Needs (feat. Lil Baby),65OVbaJR5O1RmwOQx0875b,Drake,canadian hip hop,0.0618,0.578,0.449,2.17e-06,0.119,-6.349,0.286,136.006,0.1
2614,Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,Eagles,album rock,0.00574,0.579,0.508,0.000494,0.0575,-9.484,0.027,147.125,0.609
2615,Hex,7D7e6hm2LiNd6nLuJF6K9Q,80purppp,aesthetic rap,0.872,0.845,0.398,0.00713,0.159,-15.781,0.268,109.996,0.482
2616,Hayloft,2kS6td1yvmpNgZTt1q5pQq,Mother Mother,vancouver indie,0.00475,0.527,0.922,0.000162,0.422,-2.666,0.0728,95.975,0.49
2617,The Hills,7fBv7CLKzipRk6EC6TWHOB,The Weeknd,canadian contemporary r&b,0.0671,0.585,0.564,0.0,0.135,-7.063,0.0515,113.003,0.137
2618,Happier,2dpaYNEQHiRxtZbfNsse99,Marshmello,brostep,0.191,0.687,0.792,0.0,0.167,-2.749,0.0452,100.015,0.671
2619,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,Doja Cat,dance pop,0.315,0.912,0.655,3.39e-05,0.0894,-6.029,0.162,91.942,0.793
2620,Butter,2bgTY4UwhfBYhGT4HUYStN,BTS,k-pop,0.00323,0.759,0.459,0.0,0.0906,-5.187,0.0948,109.997,0.695
2621,SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5,Jack Harlow,deep underground hip hop,0.144,0.801,0.688,0.0,0.107,-4.594,0.396,162.928,0.5
2622,Hold On,6gc84r5lCEkKv1vyupZFU1,Justin Bieber,canadian pop,0.0106,0.658,0.634,0.0,0.132,-5.797,0.0413,139.98,0.29
2623,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,Powfu,sad rap,0.731,0.726,0.431,0.0,0.696,-8.765,0.135,144.026,0.348
2624,Truth Hurts,3HWzoMvoF3TQfYg4UPszDq,Lizzo,dance pop,0.11,0.715,0.624,0.0,0.123,-3.046,0.114,158.087,0.412
2625,You Right,0k4d5YPDr1r7FX77VdqWez,Doja Cat,dance pop,0.0164,0.828,0.621,0.00233,0.0845,-6.414,0.0565,128.986,0.436
2626,Circles,21jGcNKet2qwijlDFuPiPb,Post Malone,dfw rap,0.192,0.695,0.762,0.00244,0.0863,-3.497,0.0395,120.042,0.553
2627,I Hope,23T0OX7QOiIUFShSzbJ5Uo,Gabby Barrett,contemporary country,0.0951,0.466,0.536,0.0,0.114,-6.227,0.0429,75.998,0.377
2628,Hurricane,6xHI9KjUjYT0FPtGO8Mxa1,Luke Combs,contemporary country,0.0153,0.464,0.813,0.0,0.254,-6.185,0.0416,75.977,0.515
2629,Opp Stoppa,4l8CIibQf8cVk5BcrquSiD,YBN Nahmir,alabama rap,0.0175,0.821,0.304,0.0,0.118,-6.576,0.114,78.089,0.217
2630,Taste (feat. Offset),2toVe5hfuIi97ytDPDbQFt,Tyga,dance pop,0.0293,0.866,0.613,0.0,0.104,-6.385,0.151,98.001,0.359
2631,Okay,3jweuceENR5zzn10LhcjPH,Lil Baby,atl hip hop,0.107,0.89,0.674,0.0,0.111,-5.45,0.318,134.028,0.248
2632,overwhelmed,5jjZikDrEd0by1o7V3fO4y,Royal & the Serpent,alt z,0.308,0.804,0.323,0.0,0.15,-11.127,0.305,87.019,0.456
2633,Onna Come Up,0e4A9Fak1nJ7RtBD8YpoEo,Lil Eazzyy,chicago rap,0.356,0.796,0.426,2.73e-05,0.0941,-13.207,0.285,150.043,0.649
2634,Word on the Streets,3jhStgnHgwPGaSyhdHuT1Z,Key Glock,memphis hip hop,0.0266,0.886,0.646,3.76e-05,0.0857,-7.288,0.328,148.119,0.798
2635,Wave of You,0KfNomDfIkM7suIHb105Oi,Surfaces,bedroom soul,0.057,0.695,0.656,0.0,0.267,-6.038,0.0489,90.986,0.346
2636,Ooh La La,4lJ6YVXQ0jUk5ILu0PSrA4,Faces,album rock,0.579,0.601,0.574,1.14e-05,0.216,-8.166,0.03,147.964,0.8
2637,I'm On One,608a1wIsSd5KzMEqm1O7w3,DJ Khaled,hip hop,0.0536,0.413,0.807,0.0,0.631,-3.499,0.318,149.33,0.438
2638,Outside Today,3sA7HKGzcKTVscdiTCrWpX,YoungBoy Never Broke Again,baton rouge rap,0.139,0.851,0.666,0.0,0.105,-5.334,0.0694,134.068,0.0585
2639,Sunshine Of Your Love,2K2M0TcglCRLLpFOzKeFZA,Cream,album rock,0.385,0.683,0.594,8.61e-05,0.121,-8.289,0.0347,115.099,0.734
2640,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,Aminé,hip hop,0.073,0.754,0.342,0.0,0.193,-8.677,0.0991,128.981,0.423
2641,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,Metro Boomin,hip hop,0.733,0.638,0.4,0.000133,0.334,-11.212,0.0425,150.133,0.495
2642,Somewhere Only We Know,0ll8uFnc0nANY35E0Lfxvg,Keane,neo mellow,0.0794,0.453,0.655,7.61e-06,0.0849,-4.22,0.0259,172.012,0.368
2643,Holding On,6CN7FuZ7o1xle9TNxApGeQ,iann dior,melodic rap,0.0599,0.706,0.76,1.46e-06,0.202,-4.702,0.0369,95.499,0.564
2644,My Kind of Woman,6jgkEbmQ2F2onEqsEhiliL,Mac DeMarco,edmonton indie,0.00294,0.501,0.765,0.49,0.184,-7.063,0.0281,91.771,0.46
2645,The Cult of Dionysus,08KTQSs3ickNki7FFTb6fY,The Orion Experience,indie pop,0.00615,0.661,0.836,0.0,0.032,-4.079,0.0297,137.507,0.799
2646,Josslyn,37ZKB38iNyKJ0xYEz9SJgk,Olivia O'Brien,alt z,0.012,0.425,0.743,0.0,0.709,-5.54,0.148,84.748,0.344
2647,Filter,0ono6UCNVZ1XqOm6j78Blu,BTS,k-pop,0.0222,0.781,0.762,0.0,0.121,-5.188,0.0626,110.042,0.86
2648,Best of You,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,alternative metal,0.000769,0.366,0.94,9.42e-05,0.188,-5.119,0.0696,130.198,0.369
2649,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",5iJfzXKvQXlYOBtEQhEmpA,Teriyaki Boyz,japanese old school hip hop,0.178,0.761,0.892,4.19e-05,0.0712,-5.354,0.133,127.04,0.935
2650,Free Woman - Rina Sawayama & Clarence Clarity Remix,1zF2enE35rzozF1Qu7rLKH,Lady Gaga,dance pop,0.0254,0.574,0.961,0.0,0.137,-3.753,0.157,119.053,0.312
2651,"God, Your Mama, And Me",4VFE6ZNqa8jHAmbYICoAFg,Florida Georgia Line,contemporary country,0.318,0.443,0.817,0.0,0.374,-3.729,0.0511,168.1,0.652
2652,"Don't Freak Out (feat. iann dior, Tyson Ritter & Travis Barker)",6Tb41xQxfkhpuJOkaWNTMV,LILHUDDY,social media pop,0.204,0.632,0.644,0.0,0.0962,-2.526,0.0302,97.054,0.369
2653,My Maria,09qzRI951OVkXGCc33gzcT,Brooks & Dunn,contemporary country,0.06,0.673,0.842,0.000257,0.178,-4.627,0.0366,125.57,0.898
2654,Forty Six & 2,6AioOohg4bQZFA4jIYQQ2r,TOOL,alternative metal,0.00152,0.375,0.682,0.598,0.0897,-6.898,0.0364,159.23,0.396
2655,Honeybee,5CalS8Gn69OOrR9aiw0ZO9,The Head And The Heart,folk-pop,0.118,0.642,0.52,0.000509,0.552,-7.886,0.0387,136.014,0.488
2656,4 Thangs (feat. Big Sean & Hit-Boy),4wmZtoif8SGm7PDqgKrEXr,Freddie Gibbs,alternative hip hop,0.0547,0.813,0.557,0.0,0.128,-6.655,0.133,83.012,0.764
2657,Father And Son,476V2d6iA2tWXgQboKmTtA,Yusuf / Cat Stevens,british folk,0.541,0.495,0.326,8.85e-05,0.0996,-12.29,0.0365,136.243,0.371
2658,P.Y.T. (Pretty Young Thing),5lA3pwMkBdd24StM90QrNR,Michael Jackson,pop,0.23,0.888,0.815,0.000424,0.127,-4.909,0.0404,127.273,0.961
2659,Fire and the Flood,6liNJDyWJjyHAgDnAX95bw,Vance Joy,folk-pop,0.0242,0.596,0.827,0.0,0.0958,-4.402,0.0372,115.034,0.329
2660,Heartbreak Anniversary,27tDoZsybt3KvJWTDoW9id,Giveon,pop,0.546,0.443,0.459,1.05e-06,0.307,-8.955,0.074,87.064,0.565
2661,Juke Jam (feat. Justin Bieber & Towkio),3eze1OsZ1rqeXkKStNfTmi,Chance the Rapper,chicago rap,0.716,0.505,0.397,0.0,0.0853,-9.349,0.324,95.063,0.558
2662,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",3i1B1PnsfnOQPGVIzhf1lr,Meek Mill,hip hop,0.11,0.723,0.732,0.0,0.484,-5.514,0.0864,104.991,0.503
2663,Blood Sweat & Tears,5RGf8qn1TBWVplLyyKUsuV,BTS,k-pop,0.0244,0.583,0.885,0.0,0.357,-3.571,0.106,92.959,0.601
2664,Thelma + Louise,4UxATpWvXewD5EZUW01EeQ,Bastille,metropopolis,0.0146,0.766,0.83,0.0,0.035,-3.335,0.1,121.948,0.756
2665,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,Lil Peep,emo rap,0.15,0.741,0.845,0.0,0.174,-3.568,0.0381,129.939,0.926
2666,What Hurts The Most,4bVuIlGQBMWS7vIhcx8Ae4,Rascal Flatts,contemporary country,0.0088,0.537,0.674,0.0,0.265,-5.134,0.0277,136.002,0.33
2667,PILL BREAKER (feat. blackbear & Machine Gun Kelly),7jjnn6K7p5MgOFuqLypAcM,Trippie Redd,melodic rap,0.016,0.527,0.79,0.0,0.37,-6.268,0.0788,153.034,0.236
2668,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",5de7ci7TFqbQ1PFgKAD7MR,PnB Rock,melodic rap,0.0517,0.703,0.661,0.0,0.34,-3.885,0.0539,149.906,0.495
2669,Come & Get It,6LoQHIo74tOzQ8EsLEkhgF,Selena Gomez,dance pop,0.0101,0.546,0.787,0.00021,0.0809,-4.1,0.0517,79.979,0.573
2670,Stand by Me,3SdTKo2uVsxFblQjpScoHy,Ben E. King,adult standards,0.57,0.65,0.306,7.07e-06,0.0707,-9.443,0.0393,118.068,0.605
2671,Mood Ring,6FE9EXi8TYg09hR4xv5PWJ,Lorde,art pop,0.432,0.709,0.459,6.29e-06,0.23,-11.193,0.0654,95.014,0.377
2672,Tainted Love,58E1XVmZTODC67YNjneuXM,Soft Cell,new romantic,0.558,0.542,0.45,6.43e-06,0.579,-9.931,0.0361,144.437,0.626
2673,Lights Up,4jAIqgrPjKLTY9Gbez25Qb,Harry Styles,pop,0.0392,0.575,0.621,0.0045,0.141,-8.165,0.032,101.987,0.27
2674,Lover Is a Day,76tGvMdmFKuiMew33ZNNA9,Cuco,bedroom pop,0.0427,0.406,0.647,0.193,0.1,-10.453,0.0413,180.044,0.344
2675,Myron,56uXDJRCuoS7abX3SkzHKQ,Lil Uzi Vert,melodic rap,0.055,0.771,0.654,0.0,0.214,-6.976,0.298,155.047,0.573
2676,Jealous,5KbTBSGUvgDg75gIVhUaAW,Eyedress,noise pop,0.00498,0.474,0.91,0.859,0.476,-10.431,0.0462,93.01,0.745
2677,Lease On Life,4ufkuONjQMNR2fyXu1bO9w,Andy Grammer,dance pop,0.058,0.704,0.701,0.0,0.127,-5.442,0.0594,88.024,0.592
2678,24 (feat. Lil Baby),7v96VvFLS0wSYT8kewNLRy,Money Man,memphis hip hop,0.146,0.868,0.638,0.0565,0.0931,-7.746,0.0736,126.03,0.459
2679,Been Like This,7y3xU9vEC1s8DSuuoSYKih,Doja Cat,dance pop,0.126,0.678,0.531,3.44e-05,0.377,-5.029,0.0374,99.008,0.176
2680,Love Yourz,4gkl7QbQvBd3TM9PhlWFkI,J. Cole,conscious hip hop,0.609,0.502,0.623,0.0,0.119,-8.812,0.44,75.578,0.399
2681,Long Live,0YfRAYTNTNszGg8VARrSIH,Florida Georgia Line,contemporary country,0.178,0.611,0.846,0.0,0.12,-3.548,0.0374,129.961,0.544
2682,Lilith,5pteD2j5hzE9qeP8BrVT1o,Halsey,dance pop,0.0413,0.691,0.772,0.0,0.0654,-7.616,0.26,84.003,0.47
2683,Liability,6Kkt27YmFyIFrcX3QXFi2o,Lorde,art pop,0.92,0.587,0.229,0.0,0.1,-11.254,0.128,75.67,0.379
2684,This Love,6ECp64rv50XVz93WvxXMGF,Maroon 5,pop,0.0525,0.712,0.862,0.0,0.093,-4.612,0.0378,95.051,0.809
2685,Play It Again,03fT3OHB9KyMtGMt2zwqCT,Luke Bryan,contemporary country,0.0916,0.506,0.886,0.0,0.0734,-3.225,0.0655,143.935,0.595
2686,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,Trippie Redd,melodic rap,0.68,0.767,0.538,0.0,0.192,-6.044,0.052,81.031,0.343
2687,Melting,2kSb3wYSOV996xA2NSmpck,Kali Uchis,colombian pop,0.179,0.574,0.479,0.0803,0.106,-7.776,0.0355,115.263,0.303
2688,Light It Up (feat. Pop Smoke),5rIjbX7rQMj8Gh9Oxd4Vrc,Migos,atl hip hop,0.414,0.793,0.639,0.0,0.132,-6.476,0.226,142.988,0.596
2689,Slide,0nnwn7LWHCAu09jfuH1xTA,The Goo Goo Dolls,alternative rock,0.00483,0.395,0.843,0.0,0.0404,-4.476,0.0374,112.423,0.481
2690,Home,7w5cxTEzp1rfV3KCy0Bd5N,Edward Sharpe & The Magnetic Zeros,double drumming,0.292,0.542,0.589,0.000522,0.177,-6.623,0.0318,111.665,0.137
2691,help_urself,1lethytswFEKkvfNIjdCC1,Ezekiel,,0.00859,0.413,0.624,0.0178,0.132,-10.353,0.0682,82.516,0.0814
2692,Got To Give It Up - Pt. 1,7ohR0qPH6f2Vuj2pUNanJG,Marvin Gaye,classic soul,0.234,0.855,0.847,0.00062,0.345,-9.019,0.042,122.644,0.89
2693,The Truth Untold,48XfojJC87VKLlUotYV0Gm,BTS,k-pop,0.372,0.57,0.422,0.0,0.127,-7.561,0.0422,113.007,0.169
2694,Beautiful Day,1VuBmEauSZywQVtqbxNqka,U2,irish rock,0.014,0.539,0.926,0.00136,0.36,-6.495,0.0499,136.279,0.454
2695,UGLY (feat. Lil Baby),0PJ4dXVkpNAtoOZsEjqktc,Russ,hawaiian hip hop,0.0641,0.713,0.663,0.0,0.324,-5.113,0.149,104.99,0.787
2696,Under The Influence,5IgjP7X4th6nMNDh4akUHb,Chris Brown,dance pop,0.0635,0.733,0.69,1.18e-06,0.105,-5.529,0.0427,116.992,0.31
2697,"Because You Loved Me (Theme from ""Up Close and Personal"")",28UMiBhn383n9S7GL4tsxD,Céline Dion,canadian pop,0.314,0.615,0.467,0.0,0.099,-9.883,0.0327,119.919,0.177
2698,Kiss U Right Now,4A4EI3YNaHhDiAgpQlCZkk,Duckwrth,alternative r&b,0.41,0.855,0.331,0.00131,0.152,-8.652,0.07,98.03,0.652
2699,Beer For My Horses,7E2DqvnVtbIrFrL5X6YH9Q,Toby Keith,contemporary country,0.368,0.717,0.85,0.0,0.0495,-5.329,0.0473,119.005,0.805
2700,PICK UP (feat. Quavo),5gNOINI5dXZVom2b36LMOd,DaBaby,north carolina hip hop,0.0944,0.915,0.612,0.0,0.115,-4.535,0.407,129.93,0.758
2701,Talk 2 U,1Xm9CQRcJbOgTCpKCpS9s5,Brent Faiyaz,dmv rap,0.14,0.688,0.634,0.000263,0.253,-10.443,0.0929,88.018,0.561
2702,Die Tonight,4Q9iFBE53dM7bSA52ySDHb,Adam Calhoun,country rap,0.038,0.859,0.675,0.0,0.105,-6.683,0.142,99.941,0.183
2703,Halfway Up,5HsJGA8P5fPzR06i9FQKBr,The Brook & The Bluff,alabama indie,0.638,0.477,0.511,2.57e-05,0.103,-8.843,0.0734,178.35,0.488
2704,Given Up,1fLlRApgzxWweF1JTf8yM5,Linkin Park,alternative metal,0.00117,0.655,0.885,0.000473,0.0448,-4.116,0.0438,100.088,0.938
2705,Unforgettable,648TTtYB0bH0P8Hfy0FmkL,Nat King Cole,adult standards,0.92,0.349,0.182,0.0152,0.143,-13.507,0.031,136.094,0.178
2706,So Will I (100 Billion X),1ed3wNCecRIp6SugyR0w2J,Hillsong UNITED,ccm,0.0462,0.431,0.416,2.01e-06,0.144,-10.376,0.0296,127.964,0.177
2707,Uitblinken,5b0EbWEsagMNqlSPRk8FXb,Sohn Aelia,sleep,0.965,0.199,0.0334,0.942,0.0819,-29.758,0.0441,64.8,0.0355
2708,Party (feat. Usher & Gucci Mane),1KhljCoJ2TgDEldnnfTHHc,Chris Brown,dance pop,0.0556,0.762,0.576,0.0,0.0866,-4.951,0.0829,142.096,0.316
