,name,id,artist,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
2709,LALA (Unlocked) (feat. Swae Lee),58ZPswvAZ5hscCmbYJvNpW,Alicia Keys,hip pop,0.0889,0.615,0.56,0.000114,0.314,-4.938,0.184,139.441,0.33
2710,me & ur ghost,5tiZBnx5IvETA0Pj3gELjn,blackbear,pop,0.0488,0.742,0.679,0.0,0.0754,-4.594,0.0259,100.041,0.856
2711,Shut Me Up,3oZUlZMXkj51AyYG8lGaE7,Mindless Self Indulgence,dance-punk,0.000673,0.589,0.797,0.0,0.0246,-4.213,0.173,174.039,0.787
2712,Under and Over It,7DyCmfT0WNViykLTHGT3yO,Five Finger Death Punch,alternative metal,1.41e-05,0.473,0.996,0.0,0.26,-3.027,0.173,76.006,0.0952
2713,Love Will Tear Us Apart - 2020 Remaster,34iOH7LY3vme5rQxsVILZ4,Joy Division,alternative rock,0.000541,0.527,0.923,0.765,0.127,-7.458,0.0379,146.924,0.899
2714,BOOKER T,26w9NTiE9NGjW1ZvIOd1So,Bad Bunny,latin,0.114,0.883,0.6,7.94e-06,0.0931,-7.188,0.37,113.903,0.691
2715,untitled,4ADNavlMOA9rx9hKw51PCW,Logic,conscious hip hop,0.252,0.726,0.674,0.000163,0.0991,-4.683,0.213,93.14,0.323
2716,Always,7kpa6MWRrPaF3b6C0DgioK,Saliva,alternative metal,0.0122,0.363,0.906,0.0,0.172,-4.415,0.0615,181.964,0.371
2717,Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8,Ne-Yo,dance pop,0.248,0.658,0.677,0.0,0.368,-6.628,0.0393,124.91,0.248
2718,Back In The U.S.S.R. - Remastered 2009,0j3p1p06deJ7f9xmJ9yG22,The Beatles,beatlesque,0.069,0.48,0.969,0.00022,0.0608,-7.464,0.0854,142.489,0.494
2719,Good Life,6OtCIsQZ64Vs1EbzztvAv4,OneRepublic,dance pop,0.0771,0.634,0.69,0.0,0.132,-7.804,0.052,94.988,0.645
2720,Champion of Death,0qHbOme0fFyIWLNie9HG2t,$uicideboy$,dark trap,0.17,0.818,0.897,0.00306,0.409,-2.145,0.0438,119.994,0.381
2721,Hot (feat. Gunna),5Z8HZM6iQMhhqyPcCGY5g9,Young Thug,atl hip hop,0.063,0.855,0.651,0.0,0.0772,-8.044,0.235,111.997,0.559
2722,DDU-DU DDU-DU,4lQsB3ERTWSNaAN1IkuNRl,BLACKPINK,k-pop,0.036,0.668,0.828,0.0,0.0932,-5.034,0.0739,140.042,0.393
2723,"New Chains, Same Shackles",1smeI4gqEuepGWxlSw3tnC,$uicideboy$,dark trap,0.09,0.7,0.56,0.0,0.111,-6.163,0.0733,100.035,0.328
2724,The Break Up,6lJbA3HMQlOI2JMdKbBKDi,Machine Gun Kelly,ohio hip hop,0.00265,0.771,0.713,1.97e-06,0.105,-6.755,0.0643,130.095,0.235
2725,Untouchable,6xL9MJ2yt39HPPZPyGkRy8,YoungBoy Never Broke Again,baton rouge rap,0.0754,0.768,0.79,1.79e-06,0.13,-5.091,0.191,84.95,0.398
2726,Use This Gospel,0oPOuDmmkVp3h6puekhs6P,Kanye West,chicago rap,0.614,0.611,0.459,0.0,0.126,-3.926,0.0422,148.28,0.177
2727,Stay - Album Version (Edited),789CxjEOtO76BVD1A9yJQH,Rihanna,barbadian pop,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,0.125
2728,Soak Up The Sun,215JYyyUnrJ98NK3KEwu6d,Sheryl Crow,lilith,0.0398,0.717,0.733,0.0,0.136,-4.985,0.0427,119.996,0.713
2729,Te Encontré,7l75lYs5TM7BsGS17ojWQe,Ulices Chaidez,corrido,0.668,0.696,0.694,0.0,0.0848,-1.333,0.0303,138.101,0.543
2730,Something About Us,1NeLwFETswx8Fzxl2AFl91,Daft Punk,electro,0.44,0.875,0.475,0.72,0.046,-12.673,0.0986,99.958,0.384
2731,Dead To Me,6LOZws7T3jqZz78unPgFF9,Kali Uchis,colombian pop,0.432,0.675,0.761,0.0,0.102,-4.469,0.0466,119.001,0.428
2732,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,J Balvin,latin,0.152,0.754,0.646,1.85e-05,0.108,-5.795,0.317,176.089,0.429
2733,Pluto Projector,4EWBhKf1fOFnyMtUzACXEc,Rex Orange County,bedroom pop,0.707,0.379,0.219,0.000691,0.118,-11.196,0.0307,79.786,0.188
2734,Freak On a Leash,6W21LNLz9Sw7sUSNWMSHRu,Korn,alternative metal,2.23e-05,0.353,0.898,0.105,0.39,-5.877,0.052,103.293,0.525
2735,Snow (Hey Oh),2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,alternative rock,0.116,0.427,0.9,1.75e-05,0.119,-3.674,0.0499,104.655,0.599
2736,Carry On,2yZax79pOrYuyIFVW2cZY2,XXXTENTACION,emo rap,0.768,0.735,0.197,0.000276,0.296,-13.378,0.537,147.899,0.383
2737,Float On,2lwwrWVKdf3LR9lbbhnr6R,Modest Mouse,alternative rock,0.013,0.649,0.888,2.23e-06,0.0888,-4.807,0.0293,100.975,0.553
2738,Any Man Of Mine,0pdfN7nOHMYmKykzu1cyfm,Shania Twain,canadian country,0.207,0.592,0.725,0.0,0.148,-8.698,0.0412,78.235,0.784
2739,Otherside,64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,alternative rock,0.00316,0.458,0.795,0.000202,0.0756,-3.265,0.0574,123.229,0.513
2740,Check Yes Or No,6iy4PoAuZBMvtrlDX4VxC7,George Strait,contemporary country,0.0551,0.708,0.524,3.21e-06,0.0371,-12.644,0.0352,111.482,0.69
2741,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,Corinne Bailey Rae,british soul,0.167,0.739,0.511,1.34e-06,0.133,-7.844,0.0362,96.038,0.542
2742,OHMAMI,2zVaxB54fNngkbWs5uZnla,Chase Atlantic,pop,0.0476,0.625,0.717,8.73e-05,0.277,-5.796,0.121,126.004,0.398
2743,Lovin' On You,0nYvjcSlCgjcwogQAwIwNp,Luke Combs,contemporary country,0.00165,0.572,0.949,0.000195,0.163,-4.865,0.06,118.974,0.53
2744,I'm Not Okay (I Promise),7lRlq939cDG4SzWOF4VAnd,My Chemical Romance,emo,0.00602,0.21,0.94,0.0,0.269,-3.427,0.123,179.722,0.255
2745,Come On Eileen,3MrWxJaD2AT0W9DjWF64Vm,Dexys Midnight Runners,bow pop,0.664,0.45,0.656,3.02e-06,0.259,-7.049,0.0472,106.61,0.782
2746,Bulls On Parade,0tZ3mElWcr74OOhKEiNz1x,Rage Against The Machine,alternative metal,0.0124,0.412,0.919,0.0601,0.424,-7.291,0.184,166.367,0.572
2747,Return of the Mack,3jDdpx9PMlfMBS5tOBHFm9,Mark Morrison,british soul,0.00631,0.715,0.833,0.0,0.164,-5.379,0.108,95.487,0.612
2748,Youngblood,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,boy band,0.0169,0.596,0.854,0.0,0.124,-5.114,0.463,120.274,0.152
2749,Lean On,1Lim1Py7xBgbAkAys3AGAG,Major Lazer,dance pop,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,0.274
2750,Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,Lady Gaga,dance pop,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,123.056,0.646
2751,I Want It That Way,47BBI51FKFwOMlIiX6m8ya,Backstreet Boys,boy band,0.257,0.689,0.694,0.0,0.148,-5.83,0.027,99.039,0.482
2752,Dancing in My Room,6Pgmqg15yVexuOgtzuxwoX,347aidan,sad lo-fi,0.671,0.98,0.413,7.95e-05,0.17,-11.052,0.101,119.993,0.764
2753,Back In Blood (feat. Lil Durk),7FGdjbZ32vMybPuP0IuE7d,Pooh Shiesty,memphis hip hop,0.151,0.759,0.538,0.0,0.126,-8.256,0.384,146.933,0.831
2754,I Like That,2RkZZh5XQ4y3sG8gCu96Tz,Bazzi,dance pop,0.172,0.665,0.692,0.0,0.191,-5.431,0.112,74.474,0.68
2755,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,indie rock,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,79.028,0.754
2756,Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,alternative metal,0.000481,0.589,0.89,0.00082,0.201,-3.719,0.0603,90.598,0.692
2757,This Is How We Roll,2TR7A4ulH9R1PNwMyd8o8U,Florida Georgia Line,contemporary country,0.016,0.555,0.931,0.0,0.405,-2.969,0.0367,132.085,0.723
2758,Real As It Gets (feat. EST Gee),7eX3um6NpOQKWJMGCi97XD,Lil Baby,atl hip hop,0.00471,0.779,0.705,0.0,0.0971,-5.891,0.163,140.005,0.196
2759,Dicked Down in Dallas,1yhft6ZqYadd4GOrKrmK3a,Trey Lewis,country pop,0.0608,0.51,0.929,5.39e-06,0.101,-4.685,0.0456,122.036,0.438
2760,In Your Eyes,7szuecWAPwGoV1e5vGu8tl,The Weeknd,canadian contemporary r&b,0.00285,0.667,0.719,8.1e-05,0.0736,-5.371,0.0346,100.021,0.717
2761,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,Britney Spears,dance pop,0.3,0.751,0.834,1.77e-05,0.355,-5.444,0.0437,95.053,0.894
2762,Ride It,2tnVG71enUj33Ic2nFN6kZ,Regard,dance pop,0.177,0.88,0.751,6.43e-05,0.106,-4.258,0.0874,117.948,0.884
2763,In Color,7CNd7rjfVt74TFlcOcnZgN,Jamey Johnson,contemporary country,0.391,0.544,0.404,3.98e-06,0.157,-8.751,0.0354,129.518,0.251
2764,Replay,5vlEg2fT4cFWAqU5QptIpQ,Iyaz,dance pop,0.173,0.706,0.751,0.0,0.168,-6.323,0.0708,91.031,0.195
2765,Breaking Me,3H7ihDc1dqLriiWXwsc2po,Topic,dance pop,0.223,0.789,0.72,0.0,0.129,-5.652,0.218,122.031,0.664
2766,Body,21RzyxY3EFaxVy6K4RqaU9,Loud Luxury,dance pop,0.0476,0.752,0.764,9.44e-05,0.0543,-4.399,0.038,121.958,0.582
2767,broken,6XcfKZvJio9Z0fQy11GnNX,lovelytheband,indie pop,0.00175,0.666,0.728,4.26e-06,0.0429,-5.808,0.0419,122.996,0.51
2768,Bodies,7CpbhqKUedOIrcvc94p60Y,Drowning Pool,alternative metal,0.00347,0.656,0.932,0.00147,0.144,-3.405,0.0708,130.936,0.544
2769,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,dance pop,0.932,0.612,0.28,0.0,0.088,-8.648,0.0434,72.795,0.387
2770,Callaita,2TH65lNHgvLxCKXM3apjxI,Bad Bunny,latin,0.6,0.61,0.624,2.12e-06,0.243,-4.773,0.309,176.169,0.244
2771,"Still Falling For You - From ""Bridget Jones's Baby""",3odrUVQ9tvRpkC9II2oWzx,Ellie Goulding,dance pop,0.553,0.473,0.518,1.26e-06,0.111,-8.1,0.0405,96.129,0.18
2772,The Good Ones,3hLuHKzG1cmlRpq53ZVWd8,Gabby Barrett,contemporary country,0.18,0.519,0.552,0.0,0.149,-5.023,0.0259,89.957,0.331
2773,Bad Bad Bad (feat. Lil Baby),1GeNui6m825V8jP4uKiIaH,Young Thug,atl hip hop,0.0976,0.974,0.596,0.0,0.151,-8.888,0.184,111.959,0.892
2774,Pompeii,3gbBpTdY8lnQwqxNCcf795,Bastille,metropopolis,0.0755,0.679,0.715,0.0,0.271,-6.383,0.0407,127.435,0.571
2775,Backyard Boy,04F42oEuKrRComYJfJuyVR,Claire Rosinkranz,alt z,0.323,0.817,0.635,0.0,0.0738,-7.246,0.163,138.015,0.454
2776,One Of Them Girls,14GwnOeC9qYEKEA6uOZepa,Lee Brice,contemporary country,0.294,0.643,0.79,0.0,0.107,-6.079,0.0462,95.987,0.8
2777,Reckless,5ajjAnNRh8bxFvaVHzpPjh,Madison Beer,alt z,0.807,0.386,0.426,0.0,0.14,-6.642,0.0363,180.104,0.261
2778,Could've Been (feat. Bryson Tiller),6oEVnWKgPqIEPc53OYDNqG,H.E.R.,alternative r&b,0.649,0.45,0.352,3.8e-06,0.249,-11.733,0.267,102.679,0.408
2779,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,XXXTENTACION,emo rap,0.0179,0.755,0.695,0.0,0.107,-5.963,0.26,128.063,0.493
2780,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,Brent Faiyaz,dmv rap,0.279,0.505,0.267,0.0,0.096,-13.763,0.05,143.929,0.439
2781,Butterflies,7eQHxigpuDJjCG50JyzU8v,MAX,dance pop,0.385,0.7,0.613,0.0,0.0887,-4.041,0.0408,88.084,0.42
2782,Brooklyn Baby,1NZs6n6hl8UuMaX0UC0YTz,Lana Del Rey,art pop,0.542,0.404,0.664,0.00402,0.11,-6.698,0.0407,107.747,0.0949
2783,Bullet With Butterfly Wings - Remastered 2012,6GtX0jaNL8IjVQfrDBx81z,The Smashing Pumpkins,alternative metal,5.59e-05,0.404,0.72,0.836,0.0466,-9.18,0.0623,121.864,0.475
2784,"Back Then, Right Now",1AIlY4mVcOY34SNA4CTVbC,Tenille Arts,canadian contemporary country,0.0142,0.582,0.724,0.0,0.0484,-3.21,0.0319,76.986,0.495
2785,Sucker,22vgEDb5hykfaTwLuskFGD,Jonas Brothers,boy band,0.0427,0.842,0.734,0.0,0.106,-5.065,0.0588,137.958,0.952
2786,3005,2ZltjIqztEpZtafc8w0I9t,Childish Gambino,atl hip hop,0.113,0.472,0.448,0.0,0.0914,-7.272,0.326,166.077,0.636
2787,You Belong With Me,3GCL1PydwsLodcpv0Ll1ch,Taylor Swift,pop,0.162,0.687,0.783,1.35e-05,0.114,-4.44,0.0386,129.964,0.443
2788,Budapest,2ixsaeFioXJmMgkkbd4uj1,George Ezra,folk-pop,0.0846,0.717,0.455,0.0,0.11,-8.303,0.0276,127.812,0.389
2789,Beverly Hills,1yKu2MhpwzDXXH2tzG6xoa,Weezer,alternative rock,0.0932,0.693,0.823,0.0,0.328,-3.761,0.0726,87.904,0.741
2790,Black Beatles,6fujklziTHa8uoM5OQSfIo,Rae Sremmurd,hip hop,0.142,0.794,0.632,0.0,0.128,-6.163,0.0649,145.926,0.355
2791,Bad Girls,6nzXkCBOhb2mxctNihOqbb,M.I.A.,dance pop,0.00107,0.639,0.912,0.0,0.097,-2.621,0.0615,143.448,0.343
2792,Free Bird,5EWPGh7jbTNO2wakv8LjUI,Lynyrd Skynyrd,album rock,0.0738,0.249,0.834,9.48e-05,0.0924,-8.21,0.0577,118.223,0.338
2793,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap,new jersey rap,0.00256,0.618,0.717,0.0,0.625,-5.738,0.318,190.05,0.603
2794,Better Believe,3zs87EV3EZSh2UpiXxT52Y,Belly,canadian hip hop,0.159,0.797,0.573,0.0,0.144,-7.85,0.319,124.995,0.445
2795,Dynamite,4saklk6nie3yiGePpBwUoc,BTS,k-pop,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,0.737
2796,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,Drake,canadian hip hop,0.00258,0.891,0.628,0.00019,0.0504,-7.863,0.0551,134.966,0.552
2797,Baby,6epn3r7S14KUqlReYr77hA,Justin Bieber,canadian pop,0.0401,0.728,0.859,0.0,0.111,-5.237,0.137,65.043,0.535
2798,On Me,4Iedi94TIaB2GGb1nMB68v,Lil Baby,atl hip hop,0.00327,0.856,0.564,0.0,0.134,-6.295,0.392,77.972,0.483
2799,Buddy Holly,3mwvKOyMmG77zZRunnxp9E,Weezer,alternative rock,0.00271,0.556,0.92,0.00021,0.117,-4.606,0.0367,121.138,0.771
2800,No Option,6M0IsaUX4GNyto4niSegfI,Post Malone,dfw rap,0.0757,0.575,0.734,0.0,0.241,-4.949,0.057,83.986,0.494
2801,New Romantics,6rZVy6FIG7lSJQMFXHo12z,Taylor Swift,pop,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584
2802,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,NAV,canadian hip hop,0.381,0.642,0.782,0.0,0.108,-3.395,0.0477,162.005,0.396
2803,Money for Nothing,4yqtwO7MQIIXqoiRBPHAgR,Dire Straits,album rock,0.0491,0.667,0.655,0.000894,0.0641,-9.339,0.0367,134.212,0.657
2804,Golden Hour,0pMfPzdRiPAoSM9yWF4OcT,Kacey Musgraves,contemporary country,0.0952,0.611,0.555,0.0,0.11,-6.372,0.0274,88.969,0.413
2805,Take Me Home Tonight,7b4yGtR0rujvLi5EBfKKJ2,Eddie Money,album rock,0.101,0.608,0.768,1.41e-06,0.0942,-9.911,0.0364,132.699,0.748
2806,Let It Happen,2X485T9Z5Ly0xyaghN73ed,Tame Impala,australian psych,0.00462,0.602,0.881,0.0266,0.111,-5.875,0.0443,125.012,0.577
2807,Rock You Like A Hurricane,58XWGx7KNNkKneHdprcprX,Scorpions,album rock,0.00543,0.482,0.617,0.000146,0.284,-12.931,0.0458,125.697,0.718
2808,Here With Me,5icOoE6VgqFKohjWWNp0Ac,Marshmello,brostep,0.0623,0.791,0.565,0.0,0.156,-3.933,0.0439,99.961,0.181
2809,Country Grammar (Hot Shit),3wMUvT6eIw2L5cZFG1yH9j,Nelly,dance pop,0.00689,0.865,0.664,0.0,0.142,-6.822,0.108,162.831,0.565
2810,Juke Box Hero,00qOE7OjRl0BpYiCiweZB2,Foreigner,album rock,0.0828,0.357,0.653,0.0,0.0844,-5.554,0.0654,176.647,0.522
2811,GIVE HEAVEN SOME HELL,2bVeUlOC5JjTpkQXuUUoYm,HARDY,contemporary country,0.0525,0.639,0.843,0.0,0.0854,-4.975,0.0362,126.047,0.528
2812,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,A Boogie Wit da Hoodie,melodic rap,0.501,0.839,0.81,0.0,0.117,-5.274,0.0568,129.014,0.814
2813,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,Mac Miller,hip hop,0.343,0.69,0.462,0.00218,0.113,-8.054,0.13,157.655,0.325
2814,Hold the Line,4aVuWgvD0X63hcOCnZtNFA,TOTO,album rock,0.00783,0.473,0.898,0.0618,0.173,-4.797,0.0561,96.556,0.808
2815,Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,Ariana Grande,dance pop,0.00937,0.472,0.714,0.0,0.0764,-4.389,0.0334,98.992,0.24
2816,this is how you fall in love,1aEsTgCsv8nOjEgyEoRCpS,Jeremy Zucker,electropop,0.732,0.441,0.202,2.6e-05,0.126,-12.499,0.0381,77.971,0.269
2817,Hey Brother,4lhqb6JvbHId48OUJGwymk,Avicii,dance pop,0.0309,0.545,0.78,4.64e-05,0.0828,-4.867,0.0436,125.014,0.458
2818,Down To The Honkytonk,5g0XcG0apQTlO3X8r38vGf,Jake Owen,contemporary country,0.192,0.634,0.808,0.0,0.0898,-4.12,0.0517,82.016,0.937
2819,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,James Arthur,pop,0.308,0.696,0.543,0.0,0.0939,-6.164,0.0489,107.969,0.479
2820,Headshots (4r Da Locals),0xta6Gah3inmeHbj0e3F9a,Isaiah Rashad,hip hop,0.0308,0.894,0.615,0.00921,0.309,-6.269,0.0826,120.0,0.661
2821,Matt Hardy 999 (feat. Juice WRLD),0Ddk8Ha9xW6332fYrMVtTa,Trippie Redd,melodic rap,0.201,0.672,0.654,0.0,0.1,-4.528,0.0966,78.512,0.404
2822,If You Love Her,727Z2S2mtNH46CbP9EWPwY,Forest Blakk,indie cafe pop,0.355,0.286,0.445,0.0,0.114,-8.087,0.0347,50.827,0.278
2823,Don't Go Breaking My Heart,7HW5WIw7ZgZORCzUxv5gW5,Elton John,glam rock,0.149,0.729,0.844,2.87e-06,0.0604,-8.824,0.0344,131.459,0.777
2824,Heart's In Your Head,712aP3QwYnSpuCYHScgbGn,Renee Blair,contemporary country,0.00403,0.492,0.784,0.000266,0.115,-5.158,0.0364,175.853,0.462
2825,Save a Horse (Ride a Cowboy),5s7m2xNZWgz5FqVSIvJcGA,Big & Rich,contemporary country,0.108,0.7,0.896,0.0,0.453,-2.276,0.191,102.065,0.817
2826,Swing Lynn,6hIOunhsLUT66KQgZV5dMD,Harmless,modern dream pop,0.0536,0.462,0.945,0.746,0.11,-1.887,0.0399,165.153,0.477
2827,Adore You,3jjujdWJ72nww5eGnfs2E7,Harry Styles,pop,0.0237,0.676,0.771,7e-06,0.102,-3.675,0.0483,99.048,0.569
2828,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,The Weeknd,canadian contemporary r&b,0.0215,0.65,0.825,2.44e-05,0.0936,-4.645,0.0325,118.091,0.593
2829,Antisocial,2dQa4RNT22zCHGSingau85,Slump6s,,0.00196,0.615,0.576,0.0,0.387,-7.268,0.345,146.37,0.488
2830,Forever After All,6IBcOGPsniK3Pso1wHIhew,Luke Combs,contemporary country,0.191,0.487,0.65,0.0,0.0933,-5.195,0.0253,151.964,0.456
2831,You And Me,0815caqt2Lytro5EIzMufT,Lifehouse,alternative metal,0.114,0.459,0.427,0.0,0.168,-7.734,0.0267,139.902,0.354
2832,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,Jhay Cortez,latin,0.145,0.806,0.786,0.0,0.0935,-3.831,0.0741,91.973,0.58
2833,Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq,B.o.B,atl hip hop,0.386,0.688,0.853,0.0,0.0862,-5.814,0.0493,103.993,0.743
2834,Entre Nosotros,6w8yBI2vthyN9UnwO4UBWb,Tiago PZK,trap argentino,0.494,0.729,0.513,1.1e-06,0.137,-6.345,0.0455,170.064,0.789
2835,Nunca Es Suficiente,63USmok1OioBzKuWGW9wAg,Los Ángeles Azules,gruperas inmortales,0.398,0.789,0.518,0.0,0.0891,-5.417,0.0406,94.001,0.78
2836,Cabin Noise Focus,3kxUcpFquT4ZdvJC1Nyu5q,Crafting Audio,white noise,0.937,0.107,0.236,0.0138,0.111,-26.609,0.0579,80.628,0.00228
2837,TODO O NADA,59rjsHYxdxeUG6gd43Emzs,Lunay,latin,0.232,0.781,0.67,2.01e-06,0.104,-2.588,0.0484,177.957,0.85
2838,Juicy,4cTm3Ev9bUvy4ChJjB1nhl,Doja Cat,dance pop,0.0817,0.77,0.697,0.0,0.0663,-2.644,0.0607,170.084,0.428
2839,Pride and Joy,1a2iF9XymafjRk56q7oCxo,Stevie Ray Vaughan,album rock,0.0274,0.427,0.626,0.00395,0.106,-11.821,0.0385,126.877,0.743
2840,Loud and Heavy,7JnCZ9w4HwDdCbJsIwS4SA,Cody Jinks,modern southern rock,0.000561,0.452,0.652,0.0,0.0948,-6.713,0.0282,163.935,0.64
2841,Jump Out The Window,1jQsKN68yE94tMYml0wHMd,Big Sean,detroit hip hop,0.136,0.747,0.704,0.0,0.131,-6.743,0.0986,136.936,0.494
2842,I Want You Back,5LxvwujISqiB8vpRYv887S,The Jackson 5,motown,0.305,0.469,0.538,0.00012,0.37,-13.559,0.0571,196.605,0.886
2843,Perra,04JVwAItboGpDhDgC4fNta,J Balvin,latin,0.0785,0.906,0.952,0.000268,0.358,-1.766,0.311,97.967,0.747
2844,Big Jet Plane,5Z1U0knfYnsfvZycgDeOiC,Angus & Julia Stone,australian indie folk,0.239,0.762,0.387,0.00756,0.13,-8.643,0.0277,109.959,0.273
2845,Fast,6MjNilJCVKJq0LfFvo5jWJ,Juice WRLD,chicago rap,0.426,0.623,0.608,0.0,0.105,-5.937,0.0434,84.98,0.263
2846,Jumpin' Jack Flash - Mono Version,7xaudcxL38FjREPaoYiXJD,The Rolling Stones,british invasion,0.0469,0.568,0.912,0.248,0.0771,-8.076,0.0571,137.24,0.675
2847,Parce (feat. Justin Quiles),4RJz8NfIe09gpKMiRUWKhJ,Maluma,latin,0.422,0.691,0.739,3.95e-06,0.11,-3.09,0.229,83.897,0.884
2848,Feeling,2Jh3UqxnHJMyzMzku4uOtE,Juice WRLD,chicago rap,0.234,0.712,0.515,0.0,0.205,-6.004,0.0857,160.0,0.563
2849,Suerte,2FmF8r9Kv5x4Jhin8FsRG5,J Balvin,latin,0.34,0.795,0.511,0.0125,0.103,-5.912,0.354,175.972,0.566
2850,jawbreaker,2iVsPIS2yjS4xhs5Rdy65O,Machine Gun Kelly,ohio hip hop,0.000615,0.707,0.576,0.0,0.405,-5.665,0.0364,128.08,0.632
2851,Wanted Dead Or Alive,0oerlffJSzhRVvtDfLcp3N,Bon Jovi,glam metal,0.13,0.252,0.802,0.0146,0.309,-3.976,0.0391,150.056,0.253
2852,Banana Pancakes,451GvHwY99NKV4zdKPRWmv,Jack Johnson,neo mellow,0.607,0.816,0.375,8.66e-06,0.0933,-8.053,0.0996,114.303,0.615
2853,7 De Mayo,5fub19NZQ0CBmwzERs0QTe,J Balvin,latin,0.653,0.775,0.482,1.54e-06,0.196,-9.73,0.282,93.019,0.583
2854,Let It Go,2RqZFOLOnzVmHUX7ZMcaES,Keyshia Cole,dance pop,0.197,0.806,0.721,0.0,0.209,-5.167,0.215,94.967,0.781
2855,Jolene,5fdhThPDe6jQQDqCyWrdAn,Dolly Parton,classic country pop,0.566,0.674,0.537,0.0,0.131,-10.971,0.0363,110.578,0.809
2856,Blame It On You,2CwG4BXIlGmmYLDmDvwMTH,Jason Aldean,contemporary country,0.0957,0.484,0.783,0.000118,0.107,-5.334,0.0308,137.918,0.594
2857,Poblado - Remix,2K1CQMoG2Dy5nmeOYnhoi8,J Balvin,latin,0.112,0.813,0.81,1.59e-06,0.377,-5.382,0.0809,93.005,0.632
2858,Wyclef Jean,55OdqrG8WLmsYyY1jijD9b,Young Thug,atl hip hop,0.124,0.863,0.576,0.0,0.143,-5.687,0.239,132.054,0.832
2859,Querido Rio,23E6hbN7xHR7fMAXvUdC7s,J Balvin,latin,0.843,0.438,0.265,0.0,0.116,-15.599,0.0958,85.974,0.727
2860,Pump Up The Jam,2aUQpQBZF5KjfGHffx2oFo,Lil Uzi Vert,melodic rap,0.00997,0.734,0.82,0.0,0.349,-6.764,0.0332,127.998,0.397
2861,Smoke Two Joints,0Jur3mZsQba3vqSpcmsOPm,Sublime,reggae fusion,0.00469,0.761,0.687,0.00532,0.245,-6.185,0.131,95.089,0.316
2862,La Familia,3ldgOvpKS3DWKMGN0G8BpJ,J Balvin,latin,0.339,0.843,0.577,0.0056,0.0882,-7.306,0.182,138.054,0.68
2863,You're Welcome,6U4VqEHy4n5VeiH4pQPL24,Dwayne Johnson,,0.29,0.788,0.745,0.0,0.0373,-7.072,0.258,135.278,0.672
2864,OTRO FILI,0nZjipkI0piCeaAp7Tt2KN,J Balvin,latin,0.275,0.855,0.638,0.000259,0.105,-5.925,0.106,81.988,0.641
2865,The Percocet & Stripper Joint,1yCVsVH2hQ72SxNI8QTDaB,Future,atl hip hop,0.754,0.625,0.667,0.954,0.135,-5.875,0.131,80.046,0.0805
2866,Fulanito,59L8x0xy8njj75vzVCPMqg,Becky G,dance pop,0.256,0.93,0.837,2.37e-06,0.239,-4.632,0.187,111.898,0.821
2867,Takeaway,3g0mEQx3NTanacLseoP0Gw,The Chainsmokers,dance pop,0.126,0.528,0.511,0.0,0.101,-8.144,0.0324,100.1,0.351
2868,Bad Energy,7d94IqWX2UmSKMGUYSGFJG,Juice WRLD,chicago rap,0.17,0.654,0.452,0.0,0.114,-6.36,0.0439,138.034,0.532
2869,Margaritaville,4EEjMyQub6tgFVshlM9j1M,Jimmy Buffett,folk rock,0.711,0.8,0.545,0.00191,0.104,-13.637,0.0357,124.943,0.861
2870,Stay,6uBhi9gBXWjanegOb2Phh0,Zedd,complextro,0.253,0.69,0.622,0.0,0.116,-5.025,0.0622,102.04,0.544
